country_code,country,population_2020,overall_performance,factor_knowledge,factor_technology,factor_future_readiness,subfact_know_talent,subfact_know_training_education,subfact_know_scientific_concentration,subfact_tech_regulatory_framework,subfact_tech_capital,subfact_tech_technological_framework,subfact_fr_adaptive_attitudes,subfact_fr_business_agility,subfact_fr_it_integration,gini_value,gini_year,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
AM,Armenia,2963000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.4,2018,23695,6,4,0,0,0,6,3,6,6,3,3,0,0,6,9,4,10,6,3,0,0,0,4,0,0,1,0,0,0,0,5,0,9,4,0,0,812,812,342,0,0,0,208,9,0,0,656,656,0,0,0,0,0,0,6,4,265,144,142,144,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,4,11,0,0,6,6,7,6,6,5,43,657,1033,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,21,647,5,660,0,0,151,2,163,16,151,144,17,17,0,4,5,4,0,224,225,225,225,225,6,0,0,9,0,0,0,0,0,0,0,0,1,1,397,0,0,814,3,5,157,157,157,1211,385,1,42,245,17,245,2,0,0,0,262,0,250,35,864,0,0,0,0,0,1422,17,17,241,241,74,215,286,6,6,6,6,6,6,6,6,252,0,0,150,0,0,0,0,0,0,26,19,0,2,1,0,2,0,48,482,482,482,82,47,911,115,0,0,2,0,0,3,0,0,18,18,27,34,34,34,1,3,0,0,1,7,1,18,0,0,0,3,0,2,0,21,168,147,0,0,0,0,6,6,6,0,0,0,0,3,3,0,3,249,0,0,0,0,0,0,0,6,2,274,274,45,274,274,0,6,334,334,334,19,334,40,0,0,0,0,8,109,0,0,6,0,18
AW,Aruba,107000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,33,72,0,0,0,4,0,0,0,11,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,0,28,0,0,0,0,5,5,0,0,3,3,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,33,0,0,5,5,5,44,5,0,2,6,0,6,0,0,0,0,50,0,6,0,33,0,0,0,0,0,81,3,3,6,6,3,6,17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,8,8,8,3,3,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,17,17,9,17,17,0,0,19,19,19,0,19,9,0,0,0,0,0,9,0,0,0,0,0
AU,Australia,25500000,15,17,14,17,6,28,19,6,13,20,5,43,12,34.4,2014,2216876,259,641,26,7,12,1397,673,1691,1690,570,1018,0,0,1691,566,1060,1427,1692,1019,0,0,20,543,20,20,123,20,20,20,20,225,28,549,221,4,4,56674,56678,73836,28,0,0,30791,289,5,0,33759,33759,12,12,12,12,12,0,419,294,14013,10431,10399,10490,458,2,2,2,2,2,2,2,4,4,4,6,6,7,6,20,20,20,20,20,19,19,9,9,10,98,22,10,10,0,97,97,106,97,527,1928,10,0,335,335,426,378,378,322,5822,33694,54289,1688,46,0,0,0,0,0,0,0,6,6,6,6,6,6,6,1047,25,3678,40557,101,44074,0,0,10636,78,11544,990,10625,10491,10880,10890,105,373,864,373,52,32102,32219,32228,32233,32236,363,52,52,474,0,0,0,0,0,0,0,0,283,31,35485,0,0,56682,374,867,15062,15063,15063,73276,33723,22,4984,34725,1756,34733,544,0,0,0,61860,52,35823,2004,61472,0,0,0,0,0,13828,10958,10882,34953,34891,8898,30300,40912,1033,1033,1032,1031,1031,1031,1031,3019,35590,12,12,10620,0,0,0,0,0,13,563,2624,72,138,883,0,1853,55,2938,44578,44576,44579,8976,6977,68279,1040,0,21,4081,0,4,517,0,0,2965,2965,4472,4818,4818,4819,367,352,7,0,62,10794,157,10908,0,0,0,289,119,4125,0,1151,11733,10583,56,56,14,4,3046,3048,3049,0,0,0,0,314,314,69,348,35660,4,0,0,0,0,0,0,1026,28,39419,39420,7740,39449,39460,20,357,47054,47064,47071,2786,47077,6556,0,0,0,0,1093,644,1,1,114,8,279
AT,Austria,9006000,17,11,28,16,12,12,14,24,30,33,21,21,9,29.7,2017,644393,132,81,3,4,3,250,123,271,271,135,148,0,0,271,185,132,176,271,148,0,0,5,71,5,5,17,5,5,5,5,107,5,167,113,2,2,23653,23653,12321,5,0,0,4349,136,0,0,17054,17054,3,3,3,3,3,0,588,88,3259,2348,2332,2370,100,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,3,3,3,3,3,3,1,1,1,10,1,1,1,0,11,11,12,11,109,646,2,0,132,132,166,150,150,126,4233,16993,24984,270,6,0,0,0,0,0,0,0,1,1,1,1,1,1,1,390,1,248,18440,25,18723,0,0,2463,27,2965,543,2450,2368,8568,9076,13,50,102,50,5,4531,4538,4539,4541,4542,132,5,5,218,0,0,0,0,0,0,0,0,670,6,13123,0,0,23523,153,111,4823,4825,4825,30275,12780,3,901,5094,292,5094,62,0,0,0,10060,5,5181,756,24815,0,0,0,0,0,7956,8608,9066,4696,4689,1909,4259,5426,128,128,128,128,128,128,128,394,5212,3,3,2470,0,0,0,0,0,2,108,402,4,19,196,0,207,3,1272,19855,19856,19856,6753,6001,30608,463,0,5,31,0,2,71,0,0,394,394,590,622,622,622,374,49,7,0,1,8958,74,9016,0,0,0,354,36,31,0,613,3060,2447,40,40,1,2,406,406,406,0,0,0,0,39,39,8,48,5203,2,0,0,0,0,0,0,129,4,5645,5646,816,5646,5647,8,131,6335,6338,6338,542,6339,557,0,0,0,0,139,284,1,1,52,0,14
AZ,Azerbaijan,10139000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.6,2005,19456,3,0,0,0,0,8,1,13,13,6,12,0,0,13,7,6,17,13,12,0,0,0,0,0,0,0,0,0,0,0,14,0,7,3,0,0,794,794,631,0,0,0,170,3,0,0,355,355,0,0,0,0,0,0,6,6,504,143,143,143,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,5,22,0,0,6,6,11,6,6,4,33,354,986,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,20,755,0,760,0,0,146,0,159,12,146,144,14,14,0,0,0,0,2,181,182,182,182,182,6,2,2,17,0,0,0,0,0,0,0,0,0,0,142,0,0,796,2,0,37,37,37,1035,133,0,33,194,18,194,2,0,0,0,485,2,196,28,832,0,0,0,0,0,389,14,14,190,190,63,165,229,0,0,0,0,0,0,0,5,202,0,0,147,0,0,0,0,0,0,6,25,0,1,3,0,2,0,39,242,242,242,98,70,902,125,0,2,6,0,0,2,0,0,21,21,26,39,39,39,0,1,0,0,0,11,0,14,0,0,0,3,0,6,0,17,164,147,0,0,0,0,5,5,5,0,0,0,0,1,1,0,1,195,0,0,0,0,0,0,0,0,0,212,212,43,212,212,0,6,263,263,263,22,263,34,0,0,0,0,0,60,0,0,2,0,22
BS,Bahamas,393000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,3454,0,5,0,0,0,12,0,13,13,12,13,0,0,13,2,0,14,13,13,0,0,0,3,0,0,2,0,0,0,0,1,0,2,1,0,0,98,98,118,0,0,0,29,0,0,0,67,67,0,0,0,0,0,0,2,2,19,16,16,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,144,0,0,1,1,2,1,1,1,3,67,107,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,64,0,68,0,0,16,0,16,0,16,16,0,0,0,5,5,5,0,29,29,29,29,28,1,0,0,2,0,0,0,0,0,0,0,0,0,0,62,0,0,98,1,5,30,30,30,141,52,0,14,30,13,30,1,0,0,0,30,0,31,10,114,0,0,0,0,0,240,0,0,29,29,19,16,32,5,5,5,5,5,5,5,0,31,0,0,16,0,0,0,0,0,0,0,13,0,0,0,0,14,0,10,76,76,76,14,4,118,21,0,0,0,0,0,0,0,0,2,2,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,16,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,5,0,32,32,15,32,32,0,1,37,37,37,3,37,13,0,0,0,0,5,9,0,0,23,0,0
BH,Bahrain,1702000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,421692,2,4,1,0,0,25,21,25,25,7,4,0,0,25,10,1,4,25,4,0,0,0,4,0,0,2,0,0,0,0,2,0,10,5,0,0,1709,1709,3554,0,0,0,16776,2,0,0,533,533,0,0,0,0,0,0,3,2,551,531,530,532,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,3,0,0,0,0,3,3,3,3,4,33,0,0,4,4,6,5,5,5,29,524,837,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,749,1,878,0,0,535,2,573,40,535,534,8,8,1,3,5,3,1,16598,16602,16607,16611,16617,5,1,1,7,0,0,0,0,0,0,0,0,2,0,1337,0,0,1709,4,5,944,944,944,1913,1328,0,20,16792,9,16802,5,0,0,0,3416,1,16843,21,1739,0,0,0,0,0,189,8,8,16570,16525,66,16276,16298,6,6,6,6,6,6,6,6,16284,0,0,530,0,0,0,0,0,0,3,12,0,3,3,0,3,0,61,1452,1452,1453,120,99,1830,42,0,1,11,0,0,3,0,0,10,10,17,17,17,17,8,3,0,0,1,5,0,8,0,0,0,0,0,11,0,49,579,530,1,1,1,0,6,6,6,0,0,0,0,3,3,0,3,16579,0,0,0,0,0,0,0,6,0,16672,16677,69,16696,16701,0,5,16774,16780,16783,14,16791,58,0,0,0,0,6,18,0,0,3,0,3
BD,Bangladesh,164689000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.4,2016,203086,17,8,0,0,0,652,378,655,655,282,277,0,0,655,73,16,282,655,277,0,0,1,6,1,1,4,1,1,1,1,26,0,69,37,0,0,4970,4970,6341,0,0,0,3175,19,0,0,3782,3782,0,0,0,0,0,0,368,51,1370,1108,1110,1120,271,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,8,2,2,2,0,6,6,8,6,275,23,0,0,44,44,64,50,50,44,250,3772,6723,652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,1,301,4172,13,4309,0,0,1199,10,1305,109,1199,1154,514,522,2,7,13,7,2,3294,3304,3306,3308,3310,47,2,2,65,0,0,0,0,0,0,0,0,11,1,1894,0,0,4979,63,11,654,654,654,7559,1761,0,647,3661,305,3665,15,0,0,0,4937,2,3698,210,5376,0,0,0,0,0,1182,514,519,3634,3635,1211,3294,3911,16,16,16,16,16,16,16,20,3751,0,0,1223,0,0,0,0,0,0,63,363,4,8,71,0,6,2,281,2375,2375,2376,459,251,5608,209,0,1,39,0,0,19,0,0,128,128,200,214,214,214,4,15,0,0,4,39,0,513,0,0,0,6,0,42,0,139,1366,1226,1,1,0,0,20,20,20,0,0,0,0,15,15,0,15,3886,0,0,0,0,0,0,0,16,1,4028,4030,512,4033,4036,10,46,4245,4251,4256,176,4258,425,0,0,0,0,18,509,0,0,113,2,82
BB,Barbados,287000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,2594,0,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,75,97,0,0,0,32,0,0,0,55,55,0,0,0,0,0,0,0,0,16,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,56,93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,59,1,59,0,0,9,0,25,17,9,8,1,1,0,0,0,0,0,34,34,34,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,76,2,0,17,17,17,111,45,0,4,36,0,36,1,0,0,0,53,0,36,1,84,0,0,0,0,0,43,1,1,34,34,12,32,46,0,0,0,0,0,0,0,2,37,0,0,9,0,0,0,0,0,0,0,2,0,0,5,0,5,0,17,51,51,51,4,3,87,8,0,0,0,0,0,0,0,0,3,3,6,7,7,7,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,17,25,8,1,1,0,0,2,2,2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,43,43,6,43,43,0,0,45,45,45,5,45,2,0,0,0,0,0,4,0,0,2,0,2
BY,Belarus,9449000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,25.4,2018,96858,312,25,2,0,0,35,28,111,111,8,83,0,0,111,124,74,92,111,83,0,0,0,22,0,0,6,0,0,0,0,33,2,122,72,0,0,2529,2529,3694,2,0,0,1071,325,0,0,2337,2337,0,0,0,0,0,0,27,19,513,372,362,377,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,8,0,0,0,0,8,8,8,8,4,77,1,0,87,87,99,89,89,73,349,2332,3299,110,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,83,1,185,2114,3,2149,0,0,388,6,417,35,379,371,37,37,2,16,31,16,1,1184,1196,1195,1195,1195,88,1,1,104,0,0,0,0,0,0,0,0,6,3,1390,0,0,2529,41,31,387,387,387,3735,1369,0,280,1289,135,1290,8,0,0,0,2691,1,1317,76,2654,0,0,0,0,0,513,37,37,1261,1261,489,1000,1789,34,34,34,34,34,34,34,49,1392,0,0,388,0,0,0,0,0,0,201,183,3,18,21,0,13,0,104,1721,1721,1721,323,247,2899,753,0,1,65,0,0,45,0,0,261,261,364,372,372,373,15,33,0,0,2,33,4,41,0,0,0,67,0,65,0,43,432,389,0,0,0,0,49,49,49,0,0,0,0,27,27,1,33,1354,0,0,0,0,0,0,0,34,2,1654,1654,557,1652,1652,2,88,2043,2043,2043,290,2043,524,0,0,0,0,38,57,0,0,9,0,6
BE,Belgium,11590000,25,21,19,25,20,31,21,19,21,29,24,35,26,27.4,2017,675308,85,118,3,0,1,389,142,493,493,209,351,0,0,493,308,127,398,493,351,0,0,5,108,5,5,23,5,5,5,5,131,3,289,145,0,0,21133,21134,15132,3,0,0,4092,90,0,0,16800,16800,1,1,1,1,1,0,143,98,3185,2368,2344,2400,161,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,3,3,6,65,9,9,9,0,63,63,66,63,203,516,6,0,196,196,236,224,224,171,4523,16765,23426,496,31,0,0,0,0,0,0,0,4,4,4,4,4,4,4,267,6,643,17464,8,18063,0,0,2516,46,2841,385,2508,2414,1810,2501,25,85,179,85,43,4378,4419,4421,4422,4422,204,43,43,282,0,0,0,0,0,0,0,0,33,7,12093,0,0,21124,257,184,3452,3451,3451,27593,11861,4,1223,4893,597,4893,72,0,0,0,12602,44,4973,586,22164,0,0,0,0,0,5157,1828,2522,4585,4582,2094,3733,5493,220,220,220,220,220,220,220,27318,5094,1,1,2517,0,0,0,0,0,12,243,713,34,88,201,0,135,24,912,16184,16184,16184,4089,3508,25613,584,0,33,188,0,0,287,0,0,611,611,893,966,966,966,159,205,5,0,17,2578,68,2595,0,0,0,309,31,190,0,450,2905,2456,83,83,0,0,27493,27495,27496,0,0,0,0,169,169,44,201,5010,0,0,0,0,0,0,0,223,4,5415,5415,1418,5418,5419,4,201,5959,5959,5960,795,5961,1054,0,0,0,0,233,136,0,0,38,0,8
BZ,Belize,398000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.3,1999,168366,20,0,0,0,0,2,2,2,2,0,0,0,0,2,4,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,1588,1588,840,0,0,0,208,23,0,0,301,301,0,0,0,0,0,0,1,1,157,149,149,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,13,302,1659,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,1530,0,1535,0,0,155,0,158,3,155,150,28268,28269,1,0,0,0,0,213,213,213,213,213,2,0,0,2,0,0,0,0,0,0,0,0,0,0,202,0,0,1590,0,0,53,53,53,1719,199,0,4,213,2,213,0,0,0,0,620,0,213,15,1616,0,0,0,0,0,353,28319,28292,213,213,17,207,249,1,1,1,1,1,1,1,17,213,0,0,157,0,0,0,0,0,0,24,6,0,0,7,0,0,0,18,222,222,222,20,5,1621,22,0,0,23,0,0,0,0,0,10,10,12,12,12,12,0,0,0,0,0,23,0,28282,0,0,0,7,0,23,0,4,167,163,1,1,0,0,17,17,17,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,1,2,238,238,31,238,238,0,2,522,522,522,9,523,30,0,0,0,0,3,3,0,0,1,0,1
BJ,Benin,12123000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.8,2015,4558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,151,151,55,0,0,0,22,0,0,0,83,83,0,0,0,0,0,0,0,0,32,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,2,2,18,81,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,96,2,97,0,0,28,0,31,3,28,28,0,0,0,0,0,0,1,36,36,36,36,36,2,1,1,2,0,0,0,0,0,0,0,0,0,0,82,0,0,148,0,0,51,51,51,186,81,0,14,36,14,36,2,0,0,0,43,1,36,8,158,0,0,0,0,0,731,0,0,35,35,17,21,40,0,0,0,0,0,0,0,0,38,0,0,28,0,0,0,0,0,0,0,15,0,2,0,0,0,0,9,108,108,108,23,15,174,1,0,1,0,0,0,2,0,0,20,20,20,22,22,22,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,39,39,19,39,39,0,2,44,44,44,20,44,18,0,0,0,0,0,4,0,0,0,0,1
BM,Bermuda,62000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,59,0,0,0,16,0,0,0,63,63,0,0,0,0,0,0,0,0,14,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,63,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,67,0,68,0,0,8,0,13,5,8,8,0,0,0,0,0,0,0,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,72,7,0,4,4,4,93,35,0,8,24,0,24,4,0,0,0,41,0,25,2,78,0,0,0,0,0,40,0,0,17,17,15,17,27,0,0,0,0,0,0,0,2,26,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,41,41,41,2,0,78,2,0,0,0,0,0,1,0,0,3,3,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,26,26,9,26,26,0,0,27,27,27,10,27,1,0,0,0,0,0,4,0,0,0,0,0
