city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,population_source,overall_rating,overall_ranking,smartcity_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Sacramento,normal city,N/A,N/A,N/A,N/A,521000,World Population Review,N/A,N/A,N/A,11/14/2020,29055,1,3,0,4,0,16,6,17,17,10,11,0,0,17,13,61,17,17,11,0,0,0,1,0,0,0,0,0,0,0,4,0,13,10,0,0,652,652,848,0,0,0,384,1,0,0,584,583,0,0,0,0,0,0,2,2,80,49,47,51,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,11,49,0,0,12,12,15,12,12,11,37,585,848,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,26,575,2,597,0,0,56,3,67,14,55,52,482,723,1,1,4,1,1,395,397,397,397,397,12,1,1,15,0,0,0,0,0,0,0,0,0,0,362,0,0,649,1,5,67,67,67,934,349,0,97,471,23,466,4,0,0,0,652,1,466,20,673,0,0,0,0,0,827,474,715,464,464,128,437,493,6,6,6,6,6,6,6,7,472,0,0,55,0,0,0,0,0,0,3,24,0,1,3,0,26,0,32,415,415,415,56,36,712,34,0,0,2,0,0,2,0,0,17,17,20,29,29,29,7,2,0,0,0,712,0,719,0,0,0,2,0,2,0,15,69,54,6,6,0,0,6,6,6,0,0,0,0,2,2,0,2,475,0,0,0,0,0,0,0,6,0,487,487,40,487,488,0,12,513,513,513,15,513,37,0,0,0,0,6,6,0,0,6,0,0
Saitama,normal city,N/A,N/A,N/A,N/A,7338000,Wikipedia,N/A,N/A,N/A,11/14/2020,34792,0,9,1,0,0,35,21,55,55,15,34,0,0,55,7,17,36,55,34,0,0,1,9,1,1,3,1,1,1,1,14,0,7,2,0,0,761,761,571,0,0,0,535,0,0,0,1009,1009,0,0,0,0,0,0,10,6,376,186,184,187,11,1,1,1,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,28,0,0,3,3,9,3,3,3,56,1010,1570,55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,33,713,2,741,0,0,196,2,203,12,195,187,25,25,1,6,10,6,1,572,575,575,575,575,3,1,1,16,0,0,0,0,0,0,0,0,0,0,207,0,0,762,4,10,31,31,31,1641,189,0,101,620,40,607,4,0,0,0,251,1,609,57,850,0,0,0,0,0,1013,25,25,575,575,233,515,647,11,11,11,11,11,11,11,33,619,0,0,195,0,0,0,0,0,0,4,57,0,0,22,0,0,0,64,319,319,319,116,57,910,39,0,1,0,0,0,0,0,0,59,59,67,71,71,71,0,0,1,0,0,22,0,25,0,0,0,2,0,0,0,14,206,192,0,0,0,0,33,33,33,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,11,0,665,665,86,665,665,2,3,716,716,716,62,716,78,0,0,0,0,13,419,0,0,1,0,5
Salvador,normal city,N/A,N/A,N/A,N/A,3839000,World Population Review,N/A,N/A,N/A,11/14/2020,79573,3,4,0,0,2,25,10,27,27,14,17,0,0,27,81,2,19,27,17,0,0,0,2,0,0,0,0,0,0,0,34,0,79,57,0,0,1737,1737,481,0,0,0,1741,3,0,0,1594,1594,2,2,2,2,2,0,30,17,447,341,337,347,13,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,13,82,0,0,62,62,82,65,65,60,418,1601,2190,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,28,1583,52,1607,0,0,365,10,427,47,365,354,20,20,1,2,7,2,10,1779,1782,1782,1782,1782,64,10,10,92,0,0,0,0,0,0,0,0,4,1,828,0,0,1747,14,7,138,138,138,2408,795,2,56,1801,29,1778,3,0,0,0,311,8,1780,61,1838,0,0,0,0,0,1814,19,19,1760,1760,134,1720,1853,10,10,10,10,10,10,10,11,1793,2,2,393,0,0,0,0,0,0,0,38,2,0,15,0,2,2,97,1081,1081,1081,249,188,2029,209,0,6,0,0,0,8,0,0,46,46,71,83,83,83,0,2,0,0,0,13,2,21,0,0,0,9,0,0,0,54,438,384,8,8,0,0,11,11,11,0,0,0,0,2,2,0,2,1796,0,0,0,0,0,0,0,10,0,1833,1833,78,1833,1833,3,61,1924,1924,1924,58,1924,56,0,0,0,0,12,81,0,0,15,0,2
Samara,normal city,N/A,N/A,N/A,N/A,1163000,World Population Review,N/A,N/A,N/A,11/14/2020,14672,3,3,1,0,0,7,5,8,8,4,3,0,0,8,10,4,3,8,3,0,0,0,3,0,0,3,0,0,0,0,6,0,10,1,0,0,410,410,355,0,0,0,158,6,0,0,443,443,0,0,0,0,0,0,4,4,108,53,50,56,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,3,0,0,0,0,3,3,3,3,2,17,0,0,4,4,7,4,4,4,89,446,599,8,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,30,0,5,323,4,329,0,0,58,6,61,9,58,58,11,12,0,1,5,1,0,163,163,163,163,163,4,0,0,7,0,0,0,0,0,0,0,0,2,0,245,0,0,412,3,5,86,86,86,695,240,0,22,178,3,178,1,0,0,0,182,0,181,18,428,0,0,0,0,0,502,11,12,176,176,54,168,219,5,5,5,5,5,5,5,28,189,0,0,58,0,0,0,0,0,0,8,6,0,3,1,0,3,0,20,301,301,301,62,44,472,137,0,0,0,0,0,8,0,0,17,17,21,24,24,24,2,8,0,0,0,10,0,12,0,0,0,6,0,0,0,12,69,57,0,0,0,0,28,28,28,0,0,0,0,7,7,0,8,185,0,0,0,0,0,0,0,5,0,209,209,28,209,209,0,4,233,233,233,21,233,21,0,0,0,0,5,211,0,0,0,0,45
San Antonio,normal city,N/A,N/A,N/A,N/A,1578000,World Population Review,N/A,N/A,N/A,11/14/2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Diego,normal city,N/A,N/A,N/A,N/A,1447000,World Population Review,N/A,N/A,N/A,11/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Jose,normal city,N/A,N/A,N/A,N/A,1399000,World Population Review,N/A,N/A,N/A,11/14/2020,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Clara,normal city,N/A,N/A,N/A,N/A,1945000,World Population Review,N/A,N/A,N/A,11/14/2020,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz,normal city,N/A,N/A,N/A,N/A,1712000,World Population Review,N/A,N/A,N/A,11/14/2020,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sao Jose,normal city,N/A,N/A,N/A,N/A,721000,World Population Review,N/A,N/A,N/A,11/14/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saratov,normal city,N/A,N/A,N/A,N/A,842000,World Population Review,N/A,N/A,N/A,11/14/2020,7353,6,0,0,0,0,2,2,3,3,0,1,0,0,3,8,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,9,0,8,7,0,0,156,156,141,0,0,0,103,6,0,0,223,223,0,0,0,0,0,0,4,2,55,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,6,6,14,8,8,8,11,222,286,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,128,0,129,0,0,32,0,33,1,32,30,7,7,0,0,0,0,2,105,106,106,106,106,8,2,2,16,0,0,0,0,0,0,0,0,2,0,87,0,0,156,2,0,27,27,27,314,80,0,14,115,3,113,2,0,0,0,75,2,112,10,177,0,0,0,0,0,277,7,7,110,111,23,105,126,0,0,0,0,0,0,0,5,115,0,0,32,0,0,0,0,0,0,3,6,0,0,2,0,1,0,11,120,120,120,31,21,198,104,0,2,0,0,0,0,0,0,8,8,13,13,13,13,0,0,0,0,0,4,0,7,0,0,0,3,0,0,0,2,35,33,0,0,0,0,5,5,5,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,122,122,12,122,122,0,9,139,139,139,10,139,10,0,0,0,0,1,177,0,0,0,0,33
Seocho-gu,normal city,N/A,N/A,N/A,N/A,435000,City Population,N/A,N/A,N/A,11/14/2020,18737,0,5,2,0,0,7,3,7,7,5,4,0,0,7,15,10,7,7,4,0,0,0,5,0,0,3,0,0,0,0,27,0,14,8,0,0,285,285,341,0,0,0,419,0,0,0,465,465,0,0,0,0,0,0,1,0,160,47,46,47,3,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,25,0,0,8,8,12,10,10,8,6,465,646,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,16,234,1,254,0,0,50,1,60,11,50,49,2,2,0,4,5,4,1,425,430,430,430,430,9,1,1,35,0,0,0,0,0,0,0,0,1,0,116,0,0,289,6,5,46,46,46,717,100,0,35,450,9,449,1,0,0,0,168,1,449,4,309,0,0,0,0,0,748,2,2,429,429,66,408,457,5,5,5,5,5,5,5,7,453,0,0,50,0,0,0,0,0,0,2,13,0,0,5,0,0,0,12,127,127,127,11,7,315,48,0,1,0,0,0,0,0,0,15,15,23,25,25,25,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,12,62,50,0,0,0,0,7,7,7,0,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,5,0,470,470,36,470,470,0,9,483,483,483,17,483,25,0,0,0,0,5,17,0,0,28,0,1
Seongnam-si,normal city,N/A,N/A,N/A,N/A,944000,macrotrends,N/A,N/A,N/A,11/14/2020,66905,4,14,1,0,0,36,11,51,51,23,40,0,0,51,59,22,47,51,40,0,0,0,14,0,0,1,0,0,0,0,107,0,54,23,0,0,1349,1349,1480,0,0,0,1285,4,0,0,1662,1662,0,0,0,0,0,0,16,14,577,217,216,219,22,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,22,66,1,0,37,37,51,45,45,33,46,1662,2379,51,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,44,1146,3,1182,0,0,237,2,259,24,236,223,15,15,0,12,15,12,8,1314,1319,1319,1319,1319,41,8,8,136,0,0,0,0,0,0,0,0,2,3,487,0,0,1350,6,15,184,184,184,2610,429,0,103,1349,61,1339,11,0,0,0,811,8,1342,35,1439,0,0,0,0,0,4062,15,15,1156,1157,263,1083,1262,15,15,15,15,15,15,15,25,1378,0,0,237,0,0,0,0,0,1,1,70,0,2,28,0,0,0,56,565,565,565,81,46,1486,257,0,5,0,0,0,2,0,0,102,102,111,118,118,118,16,2,0,0,0,12,0,15,0,0,0,1,0,0,0,30,262,232,0,0,1,0,27,27,27,0,0,0,0,2,2,0,2,1368,0,0,0,0,0,0,0,15,0,1429,1429,141,1429,1429,1,40,1461,1461,1461,95,1462,105,0,0,0,0,15,26,0,0,39,0,0
Setagaya-ku,normal city,N/A,N/A,N/A,N/A,939000,Wikipedia,N/A,N/A,N/A,11/14/2020,47640,2,30,1,0,0,21,16,22,22,5,6,0,0,22,11,17,6,22,6,0,0,0,25,0,0,4,0,0,0,0,32,1,9,1,1,1,1306,1306,656,1,0,0,678,3,0,0,1376,1375,0,0,0,0,0,0,12,10,603,390,387,392,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,63,0,0,6,6,23,8,8,2,74,1372,2436,23,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,95,0,6,1242,5,1266,0,0,401,1,411,11,397,391,231,232,0,19,34,19,1,703,704,704,704,703,6,1,1,34,0,0,0,0,0,0,0,0,1,0,242,0,0,1305,11,33,53,53,53,2529,217,1,76,766,7,756,9,0,0,0,344,1,755,91,1441,0,0,0,0,0,752,224,225,616,616,151,610,670,36,36,36,36,36,36,36,32,765,0,0,403,0,0,0,0,0,0,12,18,1,0,22,0,2,1,102,383,383,382,130,39,1482,153,0,0,4,0,1,1,0,0,10,10,24,33,33,33,1,1,1,0,0,220,0,224,0,0,0,3,0,5,0,18,444,426,0,0,0,1,32,32,32,0,0,0,0,1,1,1,1,761,1,0,0,0,0,0,0,37,0,789,789,30,788,788,0,6,818,818,818,20,818,15,0,0,0,0,38,385,0,0,6,0,8
Strasbourg,normal city,N/A,N/A,N/A,N/A,475000,macrotrends,N/A,N/A,N/A,11/14/2020,379770,191,125,4,0,0,83,51,107,107,36,56,1,1,107,299,110,72,107,56,0,1,1,106,1,1,21,1,1,1,1,155,4,287,129,7,7,14698,14698,9459,4,0,0,2724,206,2,0,13299,13299,0,0,0,0,0,0,67,45,2089,1441,1437,1450,26,1,1,1,1,1,1,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,20,0,0,0,0,21,21,21,21,27,15,5,0,204,204,266,227,227,169,2000,13301,18436,107,7,1,0,1,0,1,0,0,4,4,4,4,4,4,4,295,1,94,13023,6,13083,0,0,1473,12,1550,63,1472,1455,598,600,21,91,145,91,31,2811,2824,2826,2826,2826,215,31,31,291,1,1,1,1,1,1,1,1,16,2,7884,1,0,14707,185,161,1660,1660,1660,20179,7813,6,381,3051,119,3019,35,1,1,1,5108,31,3041,81,14795,1,0,0,0,0,386,579,581,2765,2765,698,2595,3905,192,192,192,192,192,192,192,4457,3080,0,0,1481,1,1,1,1,1,1,175,165,6,31,53,0,3,1,134,8923,8923,8924,1053,972,15770,101,0,18,174,0,7,115,1,0,242,242,464,940,940,940,16,80,0,0,5,566,7,593,1,0,0,2791,0,179,0,86,1569,1483,0,0,0,7,4471,4471,4471,0,0,0,0,73,73,0,79,3051,7,0,0,0,1,0,0,192,8,3634,3635,805,3636,3636,2,212,4376,4376,4375,423,4375,623,0,0,0,0,210,16,0,0,262,0,4
