smart_city,population_2020,population_source,overall_rating,overall_ranking,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Philadelphia,1591800,World Population Review,6,54,02/08/2020,48675,6,5,0,0,0,13,5,13,13,8,8,0,0,13,9,4,10,13,8,0,0,0,4,0,0,1,0,0,0,0,8,0,9,4,0,0,1846,1846,662,0,0,0,284,6,0,0,1414,1414,0,0,0,0,0,0,7,5,116,77,78,78,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,7,70,0,0,6,6,11,6,6,6,75,1412,2652,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11,1700,3,1732,0,0,93,0,107,18,93,82,1435,1918,3,5,8,5,0,289,289,289,289,289,6,0,0,12,0,0,0,0,0,0,0,0,0,0,620,0,0,1849,10,9,118,118,118,2809,606,1,28,305,11,305,6,0,0,0,472,0,305,15,1911,0,0,0,0,0,700,1434,1918,290,290,76,276,325,13,13,13,13,13,13,13,18,304,0,0,90,0,0,0,0,0,0,5,15,0,0,40,0,34,0,28,716,717,718,100,86,1987,35,0,0,18,0,0,3,0,0,7,7,17,22,22,22,299,2,0,0,0,1898,0,1900,0,0,0,4,0,18,0,18,105,87,12,12,0,0,18,18,18,0,0,0,0,1,1,1,2,304,0,0,0,0,0,0,0,13,0,322,321,34,321,321,0,7,392,392,392,17,391,22,0,0,0,0,13,16,0,0,3,0,1
Prague,1305737,World Population Review,7,19,02/08/2020,166675,56,38,1,0,0,63,23,71,71,57,48,0,0,71,81,26,56,71,48,0,0,1,36,1,1,6,1,1,1,1,80,0,78,31,5,5,6122,6121,3414,0,0,0,1144,56,0,0,5765,5766,0,0,0,0,0,0,43,27,1375,763,760,775,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,9,0,0,0,0,12,12,12,12,31,125,0,0,45,45,82,51,51,42,1550,5775,7989,71,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,137,0,68,5381,3,5458,0,0,800,13,860,77,798,777,519,732,3,28,42,28,6,1222,1232,1232,1232,1232,48,6,6,113,0,0,0,0,0,0,0,0,16,12,3059,0,0,6143,43,44,680,680,680,8773,2962,1,180,1308,76,1308,35,0,0,0,2339,6,1322,196,6532,0,0,0,0,0,2193,518,731,1216,1216,393,1110,1575,48,48,48,48,48,48,48,282,1491,0,0,801,0,0,0,0,0,1,34,99,2,22,78,0,17,1,245,4642,4642,4642,1563,1366,7867,147,0,4,17,0,5,62,0,0,262,262,308,329,329,329,84,37,0,0,5,716,7,731,0,0,0,72,0,17,0,96,883,787,16,16,3,5,281,281,281,0,0,0,0,35,35,2,37,1325,5,0,0,0,0,0,0,47,1,1580,1579,383,1581,1581,1,49,1713,1713,1713,299,1713,154,0,0,0,0,49,57,0,0,14,0,4
Rabat,1884802,World Population Review,1,101,02/08/2020,12656,0,1,0,0,0,5,1,5,5,3,4,0,0,5,2,1,7,5,4,0,0,0,1,0,0,0,0,0,0,0,3,0,2,0,0,0,444,444,146,0,0,0,133,0,0,0,407,407,0,0,0,0,0,0,6,5,47,32,32,33,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,4,1,1,1,0,4,4,5,4,4,9,0,0,0,0,1,0,0,0,21,407,551,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,428,0,433,0,0,45,1,50,7,45,35,1,1,0,0,1,0,0,135,135,135,135,135,0,0,0,3,0,0,0,0,0,0,0,0,1,0,321,0,0,446,0,1,12,12,12,575,313,0,10,139,7,139,6,0,0,0,89,0,139,20,485,0,0,0,0,0,723,1,1,138,138,33,130,157,1,1,1,1,1,1,1,7,141,0,0,46,0,0,0,0,0,0,0,8,2,5,9,0,1,1,24,348,348,348,29,10,486,47,0,0,0,0,0,10,0,0,15,15,15,15,15,15,0,9,0,0,0,1,0,1,0,0,0,0,0,0,0,10,56,46,1,1,0,0,7,7,7,0,0,0,0,9,9,2,9,142,0,0,0,0,0,0,0,1,0,155,155,24,154,154,1,0,168,168,168,15,168,22,0,0,0,0,1,13,0,0,0,0,2
Rio de Janeiro,13458075,World Population Review,2,96,02/08/2020,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Riyadh,7231447,World Population Review,4,71,02/08/2020,29671,0,1,0,0,0,18,15,18,18,3,3,0,0,18,28,2,9,18,3,0,0,0,1,0,0,0,0,0,0,0,8,0,24,11,0,0,868,867,818,0,0,0,428,0,0,0,361,361,0,0,0,0,0,0,21,10,126,104,103,109,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,2,71,0,0,12,12,18,16,16,12,36,366,803,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,15,626,3,640,0,0,116,6,198,88,116,110,27,27,0,1,1,1,0,454,454,454,454,454,12,0,0,19,0,0,0,0,0,0,0,0,0,1,449,0,0,883,6,1,237,237,237,1063,430,0,54,482,18,482,5,0,0,0,550,0,490,24,935,0,0,0,0,0,1704,27,27,481,481,207,450,516,1,1,1,1,1,1,1,4,488,0,0,117,0,0,0,0,0,0,4,28,2,5,5,0,9,0,102,494,494,494,49,25,945,85,0,0,6,0,0,26,0,0,32,32,39,43,43,43,0,18,0,0,2,26,1,27,0,0,0,3,1,6,0,90,202,112,6,6,3,0,4,4,4,0,0,0,0,16,16,1,17,484,0,0,0,0,0,0,0,1,0,504,504,55,504,504,0,12,534,534,534,39,534,43,0,0,0,0,2,148,0,0,21,4,11
Rome,4257056,World Population Review,4,77,02/08/2020,145914,3,34,1,0,0,62,40,65,65,23,25,0,0,66,31,56,37,66,25,0,0,1,31,1,1,5,1,1,1,1,26,2,29,19,1,1,4609,4609,2079,2,0,0,1300,3,0,0,3211,3211,0,0,0,0,0,0,57,47,1504,1134,1112,1143,15,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,1,1,0,0,0,10,0,0,0,0,11,11,11,11,16,305,0,0,24,24,39,26,26,20,406,3218,6142,66,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,138,0,46,4078,3,4125,0,0,1183,7,1258,73,1160,1140,867,1346,1,26,41,26,4,1638,1641,1641,1641,1640,24,4,4,46,0,0,0,0,0,0,0,0,7,3,1618,0,0,4646,24,47,504,504,504,6736,1560,1,505,1803,59,1804,6,0,0,0,1211,4,1811,117,4878,0,0,0,0,0,3403,867,1349,1692,1693,752,1341,1918,51,51,51,51,51,51,51,99,1805,0,0,1186,0,0,0,0,0,0,4,353,9,19,49,0,26,3,183,2170,2168,2168,550,439,5291,201,0,2,3,0,1,70,0,0,371,371,401,422,422,422,76,57,2,0,3,1319,3,1328,0,0,0,36,0,3,0,96,1283,1187,7,7,0,1,101,101,101,0,0,0,0,52,52,6,52,1808,1,0,0,0,0,0,0,50,0,1938,1937,430,1936,1936,1,23,2281,2281,2281,387,2280,398,0,0,0,0,51,151,0,0,21,0,11
Rotterdam,1010026,World Population Review,7,36,02/08/2020,54829,41,9,0,0,0,31,13,39,39,21,26,0,0,39,34,12,28,39,26,0,0,0,9,0,0,5,0,0,0,0,14,0,31,18,2,2,1947,1947,2069,0,0,0,518,48,0,0,1420,1420,0,0,0,0,0,0,11,5,370,291,290,294,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,24,0,0,22,22,27,26,26,22,191,1418,2170,40,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,52,0,34,1624,0,1631,0,0,296,4,332,40,296,293,12,12,1,7,12,7,6,536,538,538,538,538,23,6,6,32,0,0,0,0,0,0,0,0,0,3,1054,0,0,1957,11,14,307,307,307,2509,1035,0,83,576,38,575,5,0,0,0,1669,6,580,37,2036,0,0,0,0,0,362,12,12,564,564,153,511,661,15,15,15,15,15,15,15,94,595,0,0,296,0,0,0,0,0,0,35,42,2,2,19,0,34,0,73,1337,1338,1339,289,251,2275,23,0,6,137,0,2,9,0,0,56,56,72,77,77,77,12,6,0,0,0,8,0,12,0,0,0,22,0,140,0,43,337,294,0,0,0,2,94,94,94,0,0,0,0,6,6,0,6,587,2,0,0,0,0,0,0,15,0,650,651,124,651,651,4,23,727,727,727,58,726,96,0,0,0,0,16,5,0,0,5,0,3
San Francisco,896047,World Population Review,8,12,02/08/2020,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santiago,6767223,World Population Review,3,86,02/08/2020,173180,35,33,5,0,6,72,51,76,76,26,25,0,0,76,162,170,38,76,25,0,0,1,27,1,1,10,1,1,1,1,88,0,155,90,0,0,4071,4071,2905,0,0,0,2471,36,1,0,4391,4392,6,6,6,6,6,0,96,59,1001,776,774,784,15,2,2,2,2,2,2,2,0,0,0,0,0,1,0,3,3,3,3,3,3,3,1,1,1,6,1,1,1,0,5,5,6,5,18,214,0,0,104,104,147,123,123,107,327,4403,6560,76,3,0,0,0,0,0,0,0,1,1,1,1,1,1,1,452,0,57,3592,11,3639,0,0,846,9,974,125,845,817,2733,2735,6,21,39,21,19,2566,2569,2569,2569,2569,116,19,19,181,0,0,0,0,0,0,0,0,14,0,1802,0,0,4102,64,36,457,457,457,7123,1672,0,195,2669,62,2669,12,0,0,0,1680,19,2680,159,4425,0,0,0,0,0,2853,2739,2741,2586,2586,618,2489,2869,46,46,46,46,46,46,46,33,2696,6,6,856,0,0,0,0,0,0,60,90,2,7,52,0,13,1,270,2295,2296,2296,491,334,4700,520,0,15,142,0,0,19,0,0,122,122,198,212,212,212,8,14,0,0,0,2693,2,2713,0,0,0,13,0,146,0,155,1006,851,19,19,1,0,33,33,33,0,0,0,0,13,13,0,13,2681,0,0,0,0,0,0,0,46,2,2814,2814,257,2814,2814,2,113,2991,2992,2992,181,2991,157,0,0,0,0,50,151,0,0,10,0,21
São Paulo,22043028,World Population Review,3,90,02/08/2020,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Seattle,783137,World Population Review,7,34,02/08/2020,219414,43,46,0,0,0,35,21,56,56,12,36,0,0,57,87,59,42,57,36,0,0,1,45,1,1,16,1,1,1,1,29,0,88,22,0,0,5754,5754,7958,0,0,0,1112,46,0,0,2275,2275,0,0,0,0,0,0,13,6,960,708,708,711,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,14,184,3,0,36,36,52,37,37,31,264,2278,6343,57,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,8,59,4998,0,5106,0,0,730,3,769,40,730,719,12441,14624,9,26,58,26,4,1179,1183,1183,1183,1184,37,4,4,53,0,0,0,0,0,0,0,0,17,1,1659,0,0,5788,41,60,703,703,703,7220,1612,1,204,1286,68,1286,13,0,0,0,6021,4,1293,102,5979,0,0,0,0,0,878,12453,14642,1231,1231,355,1123,1416,70,70,70,70,70,70,70,97,1301,0,0,734,0,0,0,0,0,1,58,103,3,2,26,0,42,2,140,3941,3941,3942,2274,2172,8150,139,0,2,509,0,0,20,0,0,123,123,177,196,196,196,46,18,0,0,1,6155,4,14555,0,0,0,10,0,509,0,42,775,733,5,5,0,0,99,99,99,0,0,0,0,18,18,4,18,1288,0,0,0,0,0,0,0,69,2,1371,1371,213,1371,1371,3,36,1637,1637,1637,155,1638,149,0,0,0,0,74,36,0,0,19,0,12
Seoul,9963452,World Population Review,6,47,02/08/2020,319709,43,36,7,0,0,159,65,233,233,81,168,0,0,233,318,184,194,233,168,0,0,0,34,0,0,14,0,0,0,0,528,1,253,112,0,0,9111,9111,16891,1,0,0,4544,47,1,0,4924,4925,0,0,0,0,0,0,58,23,2575,1573,1557,1585,75,0,0,0,0,0,0,0,5,5,5,0,0,1,5,2,2,2,2,2,2,2,2,2,2,3,2,2,2,0,1,1,3,1,74,390,3,0,148,148,251,222,222,132,470,4939,11267,232,43,0,0,0,0,0,0,0,1,1,1,1,1,1,1,940,13,227,7977,30,8106,0,0,1627,23,1770,163,1622,1595,180,184,13,30,54,30,17,4672,4694,4694,4695,4697,159,17,17,654,0,0,0,0,0,0,0,0,17,5,2697,0,0,9132,31,58,1030,1030,1030,12520,2535,2,505,4906,241,4904,77,0,0,0,13410,17,4922,249,9576,0,0,0,0,0,13421,182,186,4692,4692,1084,4378,5159,75,75,75,75,75,75,75,886,4961,0,0,1622,0,0,0,0,0,0,21,276,2,3,55,0,8,2,384,3287,3288,3288,588,342,9758,1132,0,12,39,0,0,18,0,0,324,324,386,415,415,414,40,10,3,0,6,116,4,178,0,0,0,44,0,39,0,194,1798,1604,5,5,0,0,889,889,889,0,0,0,0,9,9,1,10,4936,0,0,0,0,0,0,0,75,0,5222,5222,620,5222,5222,7,158,5504,5504,5504,332,5507,510,0,0,0,0,76,81,0,0,186,3,4
Shanghai,27058480,World Population Review,5,59,02/08/2020,288948,7,14,2,0,0,271,60,381,381,121,322,0,0,382,174,157,363,382,322,0,0,0,13,0,0,3,0,0,0,0,106,0,166,66,0,0,3411,3411,29436,0,0,0,4960,7,0,0,2886,2885,0,0,0,0,0,0,193,54,1558,905,909,919,105,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,2,2,2,2,2,0,0,0,9,1,1,1,0,9,9,9,9,105,1256,4,0,106,106,165,126,126,105,109,2897,5074,384,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,30,420,2887,12,3098,0,0,1025,10,1114,132,1025,955,948,1156,1,11,17,11,26,5190,5211,5211,5211,5212,118,26,26,191,0,0,0,0,0,0,0,0,70,97,1489,0,0,3468,73,18,360,360,360,5729,1390,0,1436,5530,986,5529,99,0,0,0,23488,26,5571,103,3758,0,0,0,0,0,3682,955,1165,5433,5432,1958,4242,5997,19,19,19,19,19,19,19,144,5643,0,0,1027,0,0,0,0,0,0,13,1083,3,11,100,0,22,1,474,1740,1740,1740,243,140,3875,4370,0,6,105,0,0,29,0,0,1167,1168,1304,1333,1333,1333,4,28,6,0,1,988,8,1161,0,0,0,11,0,105,0,438,1455,1017,6,6,17,0,145,145,145,0,0,0,0,28,28,3,28,5556,0,0,0,0,0,0,0,19,0,5895,5896,1543,5898,5898,11,119,6260,6260,6260,1215,6263,1405,0,0,0,0,22,32,0,0,236,6,2
Shenzhen,12356820,World Population Review,6,43,02/08/2020,358526,94,30,2,0,0,473,283,620,620,169,337,0,0,620,68,284,417,621,338,0,0,3,25,3,3,12,3,3,3,3,90,1,64,21,0,0,4200,4200,12437,1,0,0,8741,96,1,0,3110,3110,0,0,0,0,0,0,883,449,1739,1401,1400,1413,156,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,2,2,2,2,0,0,0,2,0,0,0,0,2,2,2,2,157,517,5,0,29,29,44,37,37,28,162,3125,4936,621,19,0,0,0,0,0,0,0,4,4,4,4,4,4,4,263,61,424,3642,15,3893,0,0,1534,14,1635,154,1534,1442,89,91,0,18,43,18,11,9076,9128,9129,9128,9129,34,11,11,120,0,0,0,0,0,0,0,0,20,22,2419,0,0,4250,195,45,350,350,350,5618,2294,2,1143,9620,511,9624,39,0,0,0,9614,11,9715,204,4670,0,0,0,0,0,1012,90,92,9440,9441,2151,8720,10406,48,48,48,48,48,48,48,84,9728,0,0,1530,0,0,0,0,0,0,21,610,0,2,130,0,2,0,636,2824,2825,2824,420,217,4833,1454,0,5,19,0,0,8,0,0,745,745,1134,1348,1348,1348,1,6,2,0,3,86,7,98,0,0,0,5,0,19,0,524,2031,1507,1,1,1,0,84,84,84,0,0,0,0,5,5,0,6,9721,0,0,0,0,0,0,0,49,6,10215,10217,1352,10216,10217,19,33,10845,10847,10846,876,10849,1010,0,0,0,0,54,4,0,0,360,0,0
Singapore,5935053,World Population Review,10,1,02/08/2020,1997152,883,380,19,1,23,1220,507,1576,1576,540,1069,1,1,1575,2845,716,1439,1575,1069,0,1,11,298,11,11,88,11,11,11,11,296,18,2805,775,4,4,61967,61971,99115,18,0,0,19204,929,10,0,28609,28613,23,23,23,23,23,0,358,221,11374,10601,10621,10731,456,4,4,4,4,4,4,4,4,4,4,14,14,10,17,12,12,12,12,12,12,12,16,16,22,147,22,22,22,0,133,133,150,134,511,304,12,0,924,924,1062,977,977,866,4021,28667,47853,1575,48,1,0,1,0,1,0,0,13,13,13,13,13,13,13,1393,52,3432,40206,97,43741,0,0,11049,108,12232,1277,11050,10902,2793,3289,81,195,537,195,73,20837,21070,21071,21072,21073,940,73,73,1113,1,1,1,1,1,1,1,1,326,76,43947,1,0,62327,481,569,20764,20762,20763,72551,42329,22,4523,22743,1965,22748,208,1,1,1,87747,73,23829,1881,66919,1,0,0,0,0,18667,2807,3302,23216,23217,8221,18798,30596,699,699,698,698,698,698,698,5005,24226,22,22,11052,1,1,1,1,1,11,180,2701,91,187,1026,0,39,47,3110,49258,49256,49254,5375,3503,69968,1072,0,35,1936,0,5,580,1,0,3768,3768,5610,6296,6296,6296,83,460,0,1,59,2961,292,3546,1,0,0,84,9,1950,0,1513,12582,11071,16,16,8,5,5047,5049,5050,0,0,0,0,406,405,70,460,23674,5,0,0,0,1,0,0,693,45,27521,27523,8161,27526,27526,54,932,30816,30818,30818,3933,30823,6622,0,0,0,0,782,327,2,2,229,10,40
