smart_city,population_2020,population_source,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,overall_rating,overall_ranking,smartcity_source,capture_date,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010
Oslo,986000,IMD Smart City Index 2020,58.9,60.6,68.6,84.7,9,5,IMD Smart City Index 2020,11/12/2020,0,13,15,0,0,0,17,11,17,17,6,6,0,0,17,25,46,9,17,6,0,0,0,8,0,0,2,0,0,0,0,17,3,23,7,0,0,2594,2595,1429,3,0,0,320,13,0,0,1770,1770,0,0,0,0,0,0,9,5,323,285,286,289,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,0,1,1,2,1,3,67,0,0,12,12,21,14,14,11,246,1769,2727,17,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,22,0,26,2035,1,2052,0,0,305,2,330,29,305,294,100,335,4,1,18,1,0,339,340,340,340,340,12,0,0,25,0,0,0,0,0,0,0,0,40,0,1276,0,0,2601,5,17,544,544,544,3304,1242,1,53,371,15,371,29,0,0,0,892,0,384,62,2720,0,0,0,0,0,1086,100,336,375,375,129,341,427,23,23,23,23,23,23,23,94,394,0,0,308,0,0,0,0,0,0,15,23,1,1,22,0,11,1,95,1651,1651,1651,373,311,3031,53,0,0,9,0,0,11,0,0,30,30,38,44,44,44,28,9,0,0,0,297,3,336,0,0,0,15,0,9,0,39,349,310,8,8,0,0,94,95,95,0,0,0,0,9,9,0,9,387,0,0,0,0,0,0,0,22,0,416,416,63,416,416,0,12,488,488,488,33,488,57,0,0,0,0,24,49,1,1,4,0,1
Auckland,1344000,IMD Smart City Index 2020,73.6,73.6,68.2,76.2,9,3,IMD Smart City Index 2020,11/12/2020,0,7,11,0,0,0,40,17,41,41,23,24,0,0,41,47,14,26,41,24,0,0,0,11,0,0,5,0,0,0,0,51,0,44,34,0,0,1807,1807,1605,0,0,0,511,7,1,0,1476,1476,0,0,0,0,0,0,12,5,254,184,183,186,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,5,5,21,131,0,0,33,33,41,37,37,34,223,1478,2074,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,31,1360,0,1383,0,0,302,3,375,77,302,286,47,48,1,9,14,9,2,541,541,540,540,540,34,2,2,84,0,0,0,0,0,0,0,0,14,2,1096,0,0,1812,10,18,433,433,433,2543,1054,1,211,713,29,713,10,0,0,0,1288,2,716,34,1920,0,0,0,0,0,1437,47,48,695,695,349,639,833,21,21,21,21,21,21,21,86,729,0,0,305,0,0,0,0,0,0,10,44,2,11,37,0,95,1,99,1341,1341,1341,240,206,2127,90,0,2,55,0,0,21,0,0,70,70,88,108,108,108,13,13,0,0,0,37,2,50,0,0,0,23,0,55,0,83,379,296,0,0,0,0,85,85,85,0,0,0,0,13,13,2,13,711,0,0,0,0,0,0,0,21,0,798,798,122,798,798,2,33,897,897,897,76,897,99,0,0,0,0,21,26,0,0,7,0,1
Krakow,760000,IMD Smart City Index 2020,53.3,63.1,59.0,75.2,5,58,IMD Smart City Index 2020,11/12/2020,0,19,32,2,1,1,24,16,25,25,6,9,0,0,25,57,8,10,25,9,0,0,1,27,1,1,6,1,1,1,1,46,0,54,27,0,0,2011,2011,833,0,0,0,380,19,0,0,2106,2106,1,1,1,1,1,0,10,5,685,472,473,474,5,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,3,0,0,0,0,4,4,4,4,5,13,0,0,39,39,66,44,44,37,558,2109,2673,25,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,35,0,19,1703,0,1729,0,0,479,1,490,12,479,476,13,13,3,23,36,23,7,389,396,396,396,396,41,7,7,78,0,0,0,0,0,0,0,0,3,1,1199,0,0,2020,16,40,288,288,288,2999,1179,0,79,454,13,454,7,0,0,0,611,7,457,44,2088,0,0,0,0,0,802,13,13,429,429,168,403,489,43,43,43,43,43,43,43,35,464,1,1,482,0,0,0,0,0,1,34,21,1,5,9,0,0,0,51,1624,1624,1624,421,377,2466,54,0,2,108,0,0,17,0,0,20,20,37,38,38,38,18,12,1,0,0,14,3,16,0,0,0,64,0,110,0,13,489,476,5,5,0,0,34,34,34,0,0,0,0,10,10,0,11,456,0,0,0,0,0,0,0,43,0,493,493,56,493,493,0,40,542,542,543,36,543,34,0,0,0,0,44,18,1,1,5,0,1
Brisbane,2202000,IMD Smart City Index 2020,63.1,63.5,56.6,76.6,8,14,IMD Smart City Index 2020,11/12/2020,0,2,43,5,0,0,56,43,58,58,16,15,0,0,58,29,37,19,58,15,0,0,0,43,0,0,5,0,0,0,0,14,0,27,11,0,0,1640,1640,1434,0,0,0,589,4,0,0,1090,1090,0,0,0,0,0,0,17,13,519,266,264,267,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,0,0,0,3,0,0,0,0,3,3,3,3,12,65,2,0,15,15,22,17,17,14,199,1085,1742,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,18,1163,3,1196,0,0,273,3,321,52,273,268,18,18,1,41,46,41,0,629,632,632,632,631,15,0,0,25,0,0,0,0,0,0,0,0,4,2,983,0,0,1636,11,45,459,459,459,2243,907,1,200,808,21,809,22,0,0,0,904,0,817,75,1856,0,0,0,0,0,1298,18,18,789,789,389,754,937,48,48,48,48,48,48,48,65,822,0,0,274,0,0,0,0,0,0,25,46,0,2,31,0,146,0,125,1327,1327,1327,298,223,2078,77,0,0,95,0,0,15,0,0,44,44,58,64,64,64,19,12,0,0,2,15,1,19,0,0,0,9,0,94,0,60,327,267,10,10,0,0,63,63,63,0,0,0,0,11,11,4,12,801,0,0,0,0,0,0,0,48,1,910,910,84,910,910,0,15,989,989,989,54,990,61,0,0,0,0,51,47,0,0,5,0,0
Rotterdam,993000,IMD Smart City Index 2020,57.3,66.5,58.6,75.0,7,29,IMD Smart City Index 2020,11/12/2020,0,41,13,2,0,0,19,4,28,28,16,24,0,0,28,29,27,30,28,24,0,0,0,13,0,0,7,0,0,0,0,13,0,28,13,1,1,1861,1861,1826,0,0,0,518,54,0,0,1337,1337,0,0,0,0,0,0,10,6,337,268,267,269,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,1,0,11,33,0,0,18,18,21,20,20,17,177,1340,2066,26,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,36,0,32,1527,0,1538,0,0,277,2,321,46,277,272,10,10,0,10,16,10,5,539,541,541,541,541,19,5,5,26,0,0,0,0,0,0,0,0,1,2,1019,0,0,1872,11,18,314,314,314,2412,997,0,78,575,35,575,2,0,0,0,1435,5,584,44,1962,0,0,0,0,0,322,10,10,555,555,133,505,671,18,18,18,18,18,18,18,81,595,0,0,281,0,0,0,0,0,0,49,43,1,0,21,0,38,1,86,1310,1310,1310,285,240,2201,27,0,5,118,0,1,8,0,0,62,62,76,81,81,81,11,5,0,0,0,7,0,9,0,0,0,24,0,120,0,48,327,279,2,2,0,1,81,81,81,0,0,0,0,5,5,0,5,582,1,0,0,0,0,0,0,18,1,656,656,130,656,657,4,18,746,746,745,61,745,105,0,0,0,0,19,5,0,0,4,0,1
Manchester,2646000,IMD Smart City Index 2020,61.7,72.5,58.3,71.7,8,17,IMD Smart City Index 2020,11/13/2020,0,29,16,1,1,0,29,15,29,29,14,14,0,0,29,24,138,19,29,14,0,0,2,14,2,2,4,2,2,2,2,8,0,23,16,0,0,1437,1437,1299,0,0,0,625,29,0,0,1031,1031,0,0,0,0,0,0,14,14,246,205,204,206,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,2,2,13,42,0,0,20,20,16,21,21,20,91,1034,1807,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,24,1181,2,1215,0,0,220,2,231,18,220,209,1127,1127,3,14,22,14,9,638,639,639,639,639,20,9,9,24,0,0,0,0,0,0,0,0,3,0,569,0,0,1440,16,21,226,226,226,2082,549,0,76,684,22,684,3,0,0,0,933,9,692,22,1507,0,0,0,0,0,717,1126,1127,666,666,173,635,751,25,25,25,25,25,25,25,20,701,0,0,220,0,0,0,0,0,0,42,32,0,1,20,0,54,0,35,703,703,703,125,103,1611,38,0,9,11,0,0,7,0,0,26,26,52,55,55,55,17,6,0,0,0,1122,2,1129,0,0,0,13,0,11,0,24,239,215,4,4,0,0,20,20,20,0,0,0,0,6,6,0,6,697,0,0,0,0,0,0,0,25,3,743,743,87,743,743,0,20,826,826,825,44,824,55,0,0,0,0,28,45,0,0,4,0,4
Dubai,2415000,IMD Smart City Index 2020,81.1,89.2,90.9,71.1,6,43,IMD Smart City Index 2020,11/12/2020,0,0,4,0,0,0,24,14,26,26,12,12,0,0,26,33,69,14,26,12,0,0,0,2,0,0,1,0,0,0,0,7,1,32,15,0,0,1677,1677,2996,1,0,0,459,0,0,0,771,771,0,0,0,0,0,0,15,6,548,501,498,508,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,8,35,0,0,22,22,24,23,23,20,44,773,1922,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,20,1329,1,1343,0,0,548,10,635,93,548,511,30,30,0,2,7,2,6,474,481,481,481,481,22,6,6,26,0,0,0,0,0,0,0,0,6,0,583,0,0,1686,12,9,339,339,339,2284,558,0,72,526,18,526,10,0,0,0,1446,6,527,55,1825,0,0,0,0,0,2155,30,30,512,512,175,479,587,9,9,9,9,9,9,9,33,533,0,0,553,0,0,0,0,0,0,3,31,0,1,63,0,5,0,143,672,672,672,84,31,1855,262,0,2,7,0,0,5,0,0,37,37,50,56,56,56,5,4,4,0,0,29,0,30,0,0,0,3,0,7,0,103,625,522,21,21,0,0,32,32,32,0,0,0,0,4,4,2,4,521,0,0,0,0,0,0,0,9,0,564,564,71,564,564,4,21,680,680,680,48,680,56,0,0,0,0,11,97,0,0,6,1,8
Philadelphia,5585000,IMD Smart City Index 2020,52.1,62.4,46.7,70.2,6,52,IMD Smart City Index 2020,11/12/2020,0,7,8,1,0,0,9,1,9,9,7,8,0,0,9,11,5,10,9,8,0,0,0,7,0,0,2,0,0,0,0,8,0,10,4,0,0,1835,1835,825,0,0,0,290,7,0,0,1485,1485,0,0,0,0,0,0,2,1,105,70,70,70,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,2,2,2,2,6,71,0,0,6,6,10,7,7,5,59,1487,2728,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10,1699,2,1713,0,0,80,0,98,19,80,70,1432,1909,2,6,10,6,0,298,298,298,298,298,6,0,0,12,0,0,0,0,0,0,0,0,0,0,597,0,0,1845,12,10,122,122,122,2878,585,1,29,314,11,314,9,0,0,0,614,0,315,23,1914,0,0,0,0,0,717,1433,1910,298,298,76,286,345,13,13,13,13,13,13,13,23,317,0,0,83,0,0,0,0,0,0,11,16,0,3,35,0,31,0,38,713,713,713,112,89,2001,36,0,0,32,0,0,6,0,0,8,8,22,30,30,30,303,6,0,0,0,1895,2,1898,0,0,0,5,0,32,0,20,103,83,6,6,1,0,22,22,22,0,0,0,0,4,4,0,4,315,0,0,0,0,0,0,0,13,0,338,338,38,337,337,0,6,418,418,418,19,418,24,0,0,0,0,13,25,0,0,1,0,2
Bratislava,433000,IMD Smart City Index 2020,58.4,69.8,56.7,68.1,4,76,IMD Smart City Index 2020,11/12/2020,0,53,11,3,0,0,23,5,27,27,19,22,0,0,27,56,14,23,27,22,0,0,0,8,0,0,3,0,0,0,0,56,1,55,12,0,0,1616,1616,1210,1,0,0,461,53,0,0,1819,1819,0,0,0,0,0,0,9,6,364,239,239,244,17,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,17,28,0,0,51,51,62,52,52,47,296,1823,2430,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,3,27,1328,0,1352,0,0,249,5,265,18,249,247,22,43,3,6,14,6,3,472,473,474,474,474,51,3,3,69,0,0,0,0,0,0,0,0,0,4,836,0,0,1613,9,13,277,277,277,2724,822,0,79,519,31,519,5,0,0,0,957,3,520,56,1712,0,0,0,0,0,651,22,43,494,494,151,462,549,18,18,18,18,18,18,18,38,526,0,0,254,0,0,0,0,0,0,37,37,5,4,23,0,9,1,70,1197,1197,1197,350,294,2003,62,0,3,5,0,0,14,0,0,25,25,36,37,37,37,9,12,0,0,0,21,1,22,0,0,0,17,0,7,0,28,277,249,10,10,0,0,38,38,38,0,0,0,0,12,12,1,12,521,0,0,0,0,0,0,0,17,0,548,548,56,548,548,1,50,577,577,577,28,577,40,0,0,0,0,17,16,0,0,2,0,3
Tallinn,570000,IMD Smart City Index 2020,49.2,57.4,59.8,76.4,5,59,IMD Smart City Index 2020,11/13/2020,0,40,17,0,0,0,12,4,17,17,10,13,0,0,17,41,8,15,17,13,0,0,0,16,0,0,2,0,0,0,0,26,0,40,15,0,0,1513,1513,2472,0,0,0,306,40,0,0,1385,1385,0,0,0,0,0,0,3,3,265,181,181,184,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,4,11,0,0,25,25,42,33,33,29,239,1386,2028,17,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,44,0,18,1247,0,1261,0,0,185,3,205,23,185,184,500,737,1,10,18,10,11,320,321,321,321,321,32,11,11,49,0,0,0,0,0,0,0,0,5,0,737,0,0,1511,13,18,255,255,255,2300,725,0,53,343,25,343,5,0,0,0,946,11,347,69,1607,0,0,0,0,0,513,500,737,313,313,96,280,464,19,19,19,19,19,19,19,45,357,0,0,185,0,0,0,0,0,0,39,31,1,2,15,0,1,0,90,1031,1031,1031,291,222,1832,66,0,2,12,0,0,13,0,0,74,74,91,92,92,92,6,11,0,0,0,254,2,739,0,0,0,10,0,12,0,26,211,185,1,1,0,0,45,45,45,0,0,0,0,11,11,0,11,349,0,0,0,0,0,0,0,19,0,472,472,160,472,472,0,32,516,516,516,55,516,140,0,0,0,0,23,7,0,0,6,0,0
Nanjing,7369000,IMD Smart City Index 2020,90.0,85.9,88.8,73.0,4,66,IMD Smart City Index 2020,11/12/2020,0,2,1,0,0,0,44,23,57,57,18,34,0,0,57,28,20,40,57,34,0,0,0,1,0,0,0,0,0,0,0,17,0,28,12,0,0,402,402,6714,0,0,0,644,2,0,0,459,459,0,0,0,0,0,0,45,13,156,100,99,100,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,243,0,0,17,17,28,18,18,17,31,463,672,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,4,36,333,4,345,0,0,232,0,250,29,231,107,250,250,1,0,1,0,3,669,671,671,671,671,18,3,3,30,0,0,0,0,0,0,0,0,10,4,260,0,0,406,16,1,56,56,56,752,215,1,97,713,53,713,16,0,0,0,5357,3,719,24,489,0,0,0,0,0,878,251,251,686,686,380,620,788,3,3,3,3,3,3,3,43,732,0,0,233,0,0,0,0,0,0,2,59,0,0,22,0,3,0,71,333,333,333,69,45,537,1783,0,2,0,0,0,2,0,0,81,80,121,128,128,128,1,2,2,0,0,240,9,249,0,0,0,6,0,0,0,61,271,210,0,0,0,0,43,43,43,0,0,0,0,1,1,0,2,716,0,0,0,0,0,0,0,3,0,761,761,122,761,761,2,20,801,801,801,90,802,88,0,0,0,0,3,2,0,0,69,0,7
Boston,429000,IMD Smart City Index 2020,58.6,62.4,58.2,77.2,7,36,IMD Smart City Index 2020,11/12/2020,0,1,7,0,0,0,7,1,7,7,6,6,0,0,7,12,0,5,6,5,0,0,0,6,0,0,2,0,0,0,0,4,1,12,5,0,0,2165,2165,535,1,0,0,313,2,0,0,763,764,0,0,0,0,0,0,0,0,124,96,96,96,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,6,6,5,22,0,0,7,7,9,7,7,6,16,770,2499,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,7,2024,0,2029,0,0,95,0,100,4,95,95,13,962,0,5,7,5,2,314,314,314,314,314,7,2,2,10,0,0,0,0,0,0,0,0,0,0,458,0,0,2205,5,7,163,163,163,2685,452,0,20,328,5,330,4,0,0,0,286,2,330,3,2232,0,0,0,0,0,171,13,963,324,324,33,318,340,7,7,7,7,7,7,7,35,331,0,0,96,0,0,0,0,0,0,2,7,0,6,7,0,4,0,9,505,505,506,38,35,2275,9,0,1,10,0,0,10,0,0,6,6,11,12,12,12,21,10,0,0,0,960,0,961,0,0,0,0,0,10,0,6,100,94,5,5,0,0,34,34,34,0,0,0,0,9,9,0,10,327,0,0,0,0,0,0,0,8,1,338,338,20,338,338,0,7,365,365,365,10,365,12,0,0,0,0,8,11,0,0,1,0,1
Geneva,371000,IMD Smart City Index 2020,59.8,62.7,57.3,70.1,9,7,IMD Smart City Index 2020,11/12/2020,0,53,12,1,0,0,13,9,16,16,9,7,0,0,16,34,11,9,16,7,0,0,0,12,0,0,1,0,0,0,0,4,0,34,19,0,0,1505,1505,1142,0,0,0,264,54,0,0,950,950,0,0,0,0,0,0,7,5,246,185,184,186,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,4,10,0,0,23,23,24,24,24,22,248,951,1514,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,16,1182,1,1198,0,0,190,2,207,17,190,185,13,13,2,8,12,8,2,278,279,279,280,280,25,2,2,26,0,0,0,0,0,0,0,0,4,0,844,0,0,1517,2,13,304,304,304,1861,823,0,36,295,16,295,6,0,0,0,1004,2,295,41,1595,0,0,0,0,0,741,13,13,286,286,93,262,330,17,17,17,17,17,17,17,38,298,0,0,195,0,0,0,0,0,0,1,20,3,4,12,0,19,1,53,1089,1089,1090,238,197,1792,20,0,1,22,0,0,14,0,0,18,18,20,23,23,23,13,13,0,0,2,13,1,13,0,0,0,955,0,22,0,19,209,190,0,0,0,0,38,38,38,0,0,0,0,11,11,1,12,294,0,0,0,0,0,0,0,17,0,327,327,57,327,327,0,26,352,352,352,18,352,53,0,0,0,0,17,6,0,0,2,0,0
Lyon,1609000,IMD Smart City Index 2020,53.4,61.8,50.8,71.1,6,51,IMD Smart City Index 2020,11/12/2020,0,1,2,0,0,0,9,4,11,11,7,7,0,0,11,16,9,7,11,7,0,0,0,2,0,0,0,0,0,0,0,13,0,11,5,0,0,1704,1705,485,0,0,0,215,3,0,0,717,718,0,0,0,0,0,0,12,8,564,502,501,503,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,4,28,1,0,7,7,12,12,12,6,183,719,1767,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,1484,1,1554,0,0,506,2,518,14,506,502,21,21,0,1,2,1,1,233,234,234,234,234,8,1,1,19,0,0,0,0,0,0,0,0,9,1,569,0,0,1697,5,3,140,140,140,1984,550,1,66,282,10,282,20,0,0,0,377,1,284,11,1741,0,0,0,0,0,264,21,21,265,265,119,250,320,4,4,4,4,4,4,4,33,312,0,0,502,0,0,0,0,0,0,2,18,0,2,13,0,5,0,27,838,838,839,263,252,1989,25,0,0,2,0,0,13,0,0,42,42,49,54,54,54,24,10,0,0,1,21,0,21,0,0,0,19,0,2,0,20,519,499,6,6,0,0,33,33,33,0,0,0,0,9,9,0,10,282,0,0,0,0,0,0,0,4,0,325,325,55,324,324,0,8,343,343,343,46,344,23,0,0,0,0,5,22,0,0,0,0,1
Cairo,18772000,IMD Smart City Index 2020,54.8,81.6,68.9,54.4,1,106,IMD Smart City Index 2020,11/12/2020,0,0,2,0,0,0,30,17,31,31,12,14,0,0,31,30,12,19,31,14,0,0,0,1,0,0,0,0,0,0,0,45,1,25,14,0,0,793,793,795,1,0,0,376,0,0,0,1018,1018,0,0,0,0,0,0,247,230,399,375,370,388,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,112,0,0,19,19,53,24,24,19,66,1023,1364,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,600,5,641,0,0,408,18,467,67,408,400,34,35,0,1,2,1,1,393,398,398,398,398,19,1,1,59,0,0,0,0,0,0,0,0,3,0,464,0,0,799,15,2,157,157,157,1572,434,0,44,408,24,408,6,0,0,0,571,1,409,18,859,0,0,0,0,0,839,34,35,387,387,109,362,436,2,2,2,2,2,2,2,11,414,0,0,421,0,0,0,0,0,0,12,30,0,0,27,0,18,0,73,520,520,520,48,30,890,606,0,0,0,0,0,1,0,0,21,21,37,38,38,38,5,0,1,0,0,17,1,36,0,0,0,0,1,0,0,81,476,395,4,4,0,0,11,11,11,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,2,0,434,434,59,434,434,0,18,486,486,486,32,487,39,0,0,0,0,2,482,0,0,12,0,93
