city,city_type,% of respondents who are willing to conceded personal data in order to improve traffic congestion,% of respondents who are comfortable with face recognition technologies to lower crime,% of respondents who feel the availability of online information has increased their trust in authorities,% of day-to-day payment transactions that re non-cash,population_2020,overall_rating,overall_ranking,country,countrycode,cities_in_motion,economy,human_capital,social_cohesion,environment,goverance,urban_planning,international_outreach,technology,mobility_and_transportation,totalcount,CVE-2017-1000369,CVE-2017-1000600,CVE-2017-1001000,CVE-2017-10140,CVE-2017-10391,CVE-2017-11142,CVE-2017-11143,CVE-2017-11144,CVE-2017-11145,CVE-2017-11147,CVE-2017-11362,CVE-2017-11364,CVE-2017-11612,CVE-2017-11628,CVE-2017-12172,CVE-2017-12868,CVE-2017-12932,CVE-2017-12933,CVE-2017-12934,CVE-2017-14595,CVE-2017-14596,CVE-2017-14718,CVE-2017-14719,CVE-2017-14720,CVE-2017-14721,CVE-2017-14722,CVE-2017-14723,CVE-2017-14724,CVE-2017-14725,CVE-2017-14726,CVE-2017-14798,CVE-2017-14990,CVE-2017-15098,CVE-2017-15099,CVE-2017-15130,CVE-2017-15132,CVE-2017-15710,CVE-2017-15715,CVE-2017-15906,CVE-2017-16510,CVE-2017-16633,CVE-2017-16634,CVE-2017-16642,CVE-2017-16944,CVE-2017-17091,CVE-2017-17663,CVE-2017-3167,CVE-2017-3169,CVE-2017-3239,CVE-2017-3247,CVE-2017-3249,CVE-2017-3250,CVE-2017-3626,CVE-2017-3730,CVE-2017-3731,CVE-2017-3732,CVE-2017-3735,CVE-2017-3736,CVE-2017-3737,CVE-2017-3738,CVE-2017-5340,CVE-2017-5487,CVE-2017-5488,CVE-2017-5489,CVE-2017-5490,CVE-2017-5491,CVE-2017-5492,CVE-2017-5493,CVE-2017-5610,CVE-2017-5611,CVE-2017-5612,CVE-2017-6377,CVE-2017-6379,CVE-2017-6381,CVE-2017-6441,CVE-2017-6514,CVE-2017-6814,CVE-2017-6815,CVE-2017-6816,CVE-2017-6817,CVE-2017-6818,CVE-2017-6819,CVE-2017-6919,CVE-2017-6920,CVE-2017-6921,CVE-2017-6922,CVE-2017-6923,CVE-2017-6924,CVE-2017-6925,CVE-2017-6926,CVE-2017-6927,CVE-2017-6928,CVE-2017-6929,CVE-2017-6932,CVE-2017-7189,CVE-2017-7269,CVE-2017-7272,CVE-2017-7418,CVE-2017-7484,CVE-2017-7485,CVE-2017-7486,CVE-2017-7546,CVE-2017-7547,CVE-2017-7548,CVE-2017-7659,CVE-2017-7668,CVE-2017-7679,CVE-2017-7890,CVE-2017-7963,CVE-2017-7983,CVE-2017-7984,CVE-2017-7986,CVE-2017-7987,CVE-2017-7988,CVE-2017-7989,CVE-2017-8057,CVE-2017-8295,CVE-2017-9061,CVE-2017-9062,CVE-2017-9063,CVE-2017-9064,CVE-2017-9065,CVE-2017-9066,CVE-2017-9067,CVE-2017-9118,CVE-2017-9120,CVE-2017-9788,CVE-2017-9789,CVE-2017-9798,CVE-2017-9933,CVE-2017-9934,CVE-2018-0732,CVE-2018-0733,CVE-2018-0734,CVE-2018-0735,CVE-2018-0737,CVE-2018-0739,CVE-2018-1000024,CVE-2018-1000027,CVE-2018-1000773,CVE-2018-10100,CVE-2018-10101,CVE-2018-10102,CVE-2018-1053,CVE-2018-10545,CVE-2018-10546,CVE-2018-10547,CVE-2018-10548,CVE-2018-10549,CVE-2018-1058,CVE-2018-10915,CVE-2018-10925,CVE-2018-1115,CVE-2018-11321,CVE-2018-11322,CVE-2018-11323,CVE-2018-11324,CVE-2018-11325,CVE-2018-11326,CVE-2018-11327,CVE-2018-11328,CVE-2018-1172,CVE-2018-11756,CVE-2018-11763,CVE-2018-12711,CVE-2018-12712,CVE-2018-1283,CVE-2018-12882,CVE-2018-12895,CVE-2018-1301,CVE-2018-1302,CVE-2018-1303,CVE-2018-1312,CVE-2018-1333,CVE-2018-14028,CVE-2018-14851,CVE-2018-14883,CVE-2018-14884,CVE-2018-15132,CVE-2018-15473,CVE-2018-15880,CVE-2018-15881,CVE-2018-15882,CVE-2018-15919,CVE-2018-16850,CVE-2018-17082,CVE-2018-17189,CVE-2018-17199,CVE-2018-17855,CVE-2018-17856,CVE-2018-17857,CVE-2018-17858,CVE-2018-17859,CVE-2018-19052,CVE-2018-19131,CVE-2018-19132,CVE-2018-19395,CVE-2018-19396,CVE-2018-19518,CVE-2018-19520,CVE-2018-19935,CVE-2018-20147,CVE-2018-20148,CVE-2018-20149,CVE-2018-20150,CVE-2018-20151,CVE-2018-20152,CVE-2018-20153,CVE-2018-20685,CVE-2018-20783,CVE-2018-2911,CVE-2018-3152,CVE-2018-5407,CVE-2018-6376,CVE-2018-6377,CVE-2018-6378,CVE-2018-6379,CVE-2018-6380,CVE-2018-6389,CVE-2018-6789,CVE-2018-7584,CVE-2018-7600,CVE-2018-7602,CVE-2018-8011,CVE-2018-8045,CVE-2018-8581,CVE-2018-9861,CVE-2019-0190,CVE-2019-0196,CVE-2019-0197,CVE-2019-0211,CVE-2019-0215,CVE-2019-0217,CVE-2019-0220,CVE-2019-0708,CVE-2019-10129,CVE-2019-10130,CVE-2019-10149,CVE-2019-10164,CVE-2019-10691,CVE-2019-10909,CVE-2019-10945,CVE-2019-10946,CVE-2019-11034,CVE-2019-11035,CVE-2019-11036,CVE-2019-11038,CVE-2019-11039,CVE-2019-11040,CVE-2019-11072,CVE-2019-11358,CVE-2019-11510,CVE-2019-11809,CVE-2019-11876,CVE-2019-12525,CVE-2019-12527,CVE-2019-12529,CVE-2019-12764,CVE-2019-12765,CVE-2019-12766,CVE-2019-12815,CVE-2019-13345,CVE-2019-13917,CVE-2019-14654,CVE-2019-1543,CVE-2019-1552,CVE-2019-1559,CVE-2019-1652,CVE-2019-1653,CVE-2019-19781,CVE-2019-3814,CVE-2019-6109,CVE-2019-6110,CVE-2019-6111,CVE-2019-6261,CVE-2019-6262,CVE-2019-6263,CVE-2019-6264,CVE-2019-6338,CVE-2019-6339,CVE-2019-6340,CVE-2019-6341,CVE-2019-6977,CVE-2019-7524,CVE-2019-7739,CVE-2019-7740,CVE-2019-7741,CVE-2019-7742,CVE-2019-7743,CVE-2019-7744,CVE-2019-8942,CVE-2019-8943,CVE-2019-9020,CVE-2019-9021,CVE-2019-9022,CVE-2019-9023,CVE-2019-9024,CVE-2019-9025,CVE-2019-9193,CVE-2019-9637,CVE-2019-9638,CVE-2019-9639,CVE-2019-9640,CVE-2019-9641,CVE-2019-9675,CVE-2019-9711,CVE-2019-9712,CVE-2019-9713,CVE-2019-9714,CVE-2019-9787,CVE-2020-0796,CVE-2020-11651,CVE-2020-11652,CVE-2020-1938,CVE-2020-5902,MS17-010,,,
Athens,"smart city,city in motion",59.8,58.9,46.3,67.3,3052000,2,99,Greece,GR,96,109,71,148,57,148,142,52,83,41,62027,2,7,0,0,3,23,12,38,38,10,26,0,0,38,120,37,28,38,26,0,0,0,7,0,0,1,0,0,0,0,173,0,112,14,0,0,1930,1930,778,0,0,0,607,2,0,0,1395,1395,3,3,3,3,3,0,37,21,417,275,275,279,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,4,4,9,343,1,0,107,107,149,115,115,17,222,1402,2231,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,34,1511,14,1531,0,0,304,4,346,42,303,288,262,266,3,4,8,4,5,643,644,645,645,645,107,5,5,189,0,0,0,0,0,0,0,0,13,0,1032,0,0,1947,16,8,412,412,412,2688,1008,0,122,719,38,715,6,0,0,0,482,5,717,84,2066,0,0,0,0,0,2399,258,262,639,639,215,586,751,11,11,11,11,11,11,11,89,725,3,3,305,0,0,0,0,0,0,4,54,0,7,22,0,15,0,127,1582,1583,1582,546,462,2527,229,0,4,0,0,0,18,0,0,63,63,86,88,88,88,61,6,0,0,2,268,9,272,0,0,0,15,0,0,0,58,371,313,2,2,0,0,91,91,91,0,0,0,0,6,6,0,6,723,0,0,0,0,0,0,0,12,0,785,785,101,785,785,1,107,867,867,867,73,867,76,0,0,0,0,12,49,0,0,8,0,6,,,
Atlanta,normal city,N/A,N/A,N/A,N/A,523000,N/A,N/A,United States of America,US,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,411934,77,90,5,0,0,58,33,75,75,29,42,0,0,75,265,78,64,75,42,0,0,6,76,6,6,23,6,6,6,6,75,1,255,110,2,2,16260,16260,10642,1,0,0,1691,80,2,0,7327,7328,0,0,0,0,0,0,113,110,2699,2375,2371,2380,19,0,0,0,0,0,0,0,0,0,0,2,2,1,0,5,5,5,5,5,5,5,3,3,3,26,3,3,3,0,23,23,26,23,19,154,0,0,159,159,187,167,167,130,1274,7335,15891,73,2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,246,0,99,12912,0,13100,0,0,2440,8,2577,139,2440,2405,12859,13454,17,60,104,60,15,1781,1794,1794,1795,1794,160,15,15,191,0,0,0,0,0,0,0,0,29,5,7359,0,0,16299,96,112,3228,3228,3228,19330,7074,3,339,1980,106,1979,30,0,0,0,8286,15,1997,480,17088,0,0,0,0,0,942,12474,13064,1892,1892,610,1693,2354,131,131,131,131,131,131,131,175,2058,0,0,2452,0,0,0,0,0,1,145,150,11,34,54,0,43,9,628,9472,9472,9472,2101,1622,18728,149,0,7,381,0,2,121,0,0,214,214,342,377,377,377,39,76,1,0,6,4161,7,13086,0,0,0,64,0,382,0,188,2633,2445,6,6,0,2,174,174,174,0,0,0,0,68,68,11,74,2030,2,0,0,0,0,0,0,132,7,2277,2277,488,2276,2276,1,159,4612,4612,4613,303,4614,351,0,0,0,0,149,40,0,0,42,0,7,,,
Auckland,"smart city,city in motion",73.6,73.6,68.2,76.2,1344000,9,3,New Zealand,NZ,35,31,95,26,16,34,65,44,43,103,56078,5,13,0,0,0,37,19,37,37,18,18,0,0,37,45,15,21,37,18,0,0,0,13,0,0,4,0,0,0,0,57,0,41,33,1,1,1733,1733,1653,0,0,0,483,5,0,0,1469,1469,0,0,0,0,0,0,14,7,273,206,203,209,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,3,17,133,0,0,35,35,41,40,40,35,208,1468,2069,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,22,1339,0,1354,0,0,251,6,315,71,251,228,55,57,0,10,13,10,2,510,512,512,512,512,36,2,2,92,0,0,0,0,0,0,0,0,14,1,1070,0,0,1739,10,17,374,374,374,2477,1031,0,189,670,25,668,18,0,0,0,1271,2,671,47,1869,0,0,0,0,0,1468,55,57,654,654,307,608,796,17,17,17,17,17,17,17,101,682,0,0,256,0,0,0,0,0,0,10,40,1,5,49,0,81,1,112,1333,1333,1333,256,209,2082,83,0,2,159,0,1,9,0,0,59,59,78,104,104,104,18,6,0,0,1,42,1,58,0,0,0,24,0,159,0,81,329,248,0,0,0,1,101,101,101,0,0,0,0,6,6,3,6,682,1,0,0,0,0,0,0,17,0,774,774,116,773,773,2,38,867,867,867,68,868,99,0,0,0,0,17,27,0,0,4,0,1,,,
Baku,city in motion,N/A,N/A,N/A,N/A,2340000,N/A,N/A,Azerbaijan,AZ,140,149,122,123,98,160,122,135,146,148,8766,3,0,0,0,0,6,1,10,10,6,9,0,0,10,2,6,9,10,9,0,0,0,0,0,0,0,0,0,0,0,6,0,2,1,0,0,278,278,158,0,0,0,93,3,0,0,196,196,0,0,0,0,0,0,2,2,383,66,66,66,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,5,8,0,0,2,2,4,2,2,2,11,198,392,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,257,0,261,0,0,68,0,77,9,68,66,7,7,0,0,0,0,1,101,102,102,102,102,2,1,1,7,0,0,0,0,0,0,0,0,0,0,78,0,0,280,0,0,22,22,22,419,69,0,18,107,9,107,2,0,0,0,101,1,109,6,292,0,0,0,0,0,140,7,7,106,106,36,92,132,0,0,0,0,0,0,0,2,113,0,0,68,0,0,0,0,0,0,0,13,0,1,2,0,1,0,16,101,101,101,21,15,308,81,0,1,4,0,0,1,0,0,15,15,17,24,24,24,0,1,0,0,0,4,0,7,0,0,0,1,0,4,0,11,79,68,0,0,0,0,2,2,2,0,0,0,0,1,1,0,1,109,0,0,0,0,0,0,0,0,0,121,121,25,121,121,0,2,152,152,152,14,152,19,0,0,0,0,0,45,0,0,1,0,20,,,
Baltimore,"normal city,city in motion",N/A,N/A,N/A,N/A,590000,N/A,N/A,United States of America,US,61,24,51,132,129,47,60,93,35,65,28587,0,4,0,0,0,3,2,4,4,1,2,0,0,4,4,3,2,4,2,0,0,0,4,0,0,0,0,0,0,0,2,0,4,2,1,1,758,758,278,0,0,0,172,0,0,0,471,471,0,0,0,0,0,0,1,1,87,72,72,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,1,37,0,0,3,3,4,4,4,4,15,472,832,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,9,690,0,692,0,0,78,0,79,4,78,73,1816,1816,0,4,5,4,1,179,179,179,179,179,4,1,1,5,0,0,0,0,0,0,0,0,0,0,422,0,0,769,1,5,69,69,69,914,400,0,15,181,2,179,5,0,0,0,201,1,184,30,821,0,0,0,0,0,293,1734,1734,177,177,45,164,190,4,4,4,4,4,4,4,19,185,0,0,71,0,0,0,0,0,1,3,5,0,2,14,0,19,0,32,469,469,469,48,18,843,15,0,0,5,0,1,6,0,0,11,11,15,15,15,15,6,3,0,0,1,1571,55,1792,0,0,0,0,0,5,0,7,78,71,2,2,0,1,19,19,19,0,0,0,0,3,3,0,3,184,1,0,0,0,0,0,0,4,0,190,190,22,190,190,0,4,331,331,331,11,331,16,0,0,0,0,4,4,0,0,0,0,0,,,
Bangalore,city in motion,N/A,N/A,N/A,N/A,12320000,N/A,N/A,India,IN,146,82,131,141,165,119,128,109,159,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bangkok,"smart city,city in motion",77,75.3,77.9,63.3,9270000,4,71,Thailand,TH,112,125,129,116,121,152,27,15,109,117,251709,55,23,1,0,0,252,208,260,260,27,52,0,0,260,123,45,106,260,52,0,0,0,19,0,0,3,0,0,0,0,60,1,102,58,1,1,4501,4501,4823,1,0,0,5145,59,0,0,3598,3598,0,0,0,0,0,0,344,152,1797,1303,1292,1328,19,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,5,1,1,1,0,4,4,5,4,20,457,0,0,68,68,108,91,91,62,430,3605,6904,256,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,1,76,3720,50,3822,0,0,1430,35,1721,326,1430,1368,415,416,4,14,26,14,5,5316,5346,5346,5346,5348,71,5,5,122,0,0,0,0,0,0,0,0,20,4,2270,0,0,4516,65,29,689,689,689,7766,2148,1,373,5460,134,5422,9,0,0,0,3031,5,5449,250,4924,0,0,0,0,0,7617,419,421,5306,5307,961,5115,5742,34,34,34,34,34,34,34,56,5506,0,0,1439,0,0,0,0,0,0,132,189,1,4,107,0,2,1,533,2843,2844,2843,571,320,5250,772,0,3,73,0,1,17,0,0,295,295,375,403,403,403,29,8,0,0,0,328,6,431,0,0,0,144,2,81,0,385,1841,1456,63,63,5,1,58,58,58,0,0,0,0,7,7,1,8,5541,1,0,0,0,0,0,0,32,4,5810,5811,452,5809,5809,14,74,6323,6325,6324,348,6322,353,0,0,0,0,37,129,2,2,61,4,9,,,
Barcelona,"smart city,city in motion",59.4,72,58.2,65.7,5258000,6,49,Spain,ES,26,80,42,67,46,29,11,14,47,9,110748,16,28,0,0,0,41,16,52,52,17,36,0,0,52,49,39,46,52,36,0,0,0,24,0,0,2,0,0,0,0,23,1,47,12,0,0,3906,3904,1561,1,0,0,1084,16,0,0,2467,2467,0,0,0,0,0,0,40,31,649,382,379,399,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,11,11,11,11,20,291,0,0,21,21,32,23,23,17,448,2469,3835,55,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,3,57,2615,5,2646,0,0,441,19,523,99,441,421,641,645,13,22,51,22,4,1156,1161,1161,1160,1160,23,4,4,39,0,0,0,0,0,0,0,0,12,0,2536,0,0,3922,29,36,1268,1268,1268,5167,2461,2,174,1224,70,1222,6,0,0,0,895,5,1235,138,4248,0,0,0,0,0,1227,592,596,1154,1154,387,1042,1397,70,70,70,70,70,70,70,43,1263,0,0,452,0,0,0,0,0,0,61,102,3,12,140,0,24,2,222,3213,3213,3213,666,528,4788,264,0,3,9,0,0,58,0,0,134,134,178,204,204,204,33,42,0,0,0,554,6,603,0,0,0,36,0,9,0,132,563,431,11,11,0,0,44,44,44,0,0,0,0,36,36,4,39,1256,0,0,0,0,0,0,0,72,3,1388,1388,254,1389,1389,0,26,1485,1484,1483,161,1486,212,0,0,0,0,75,89,0,0,10,0,3,,,
Basel,city in motion,N/A,N/A,N/A,N/A,559000,N/A,N/A,Switzerland,CH,21,18,45,1,37,16,109,60,42,30,9483,0,0,0,0,0,5,3,5,5,1,2,0,0,5,1,1,7,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,281,281,357,0,0,0,59,0,0,0,193,193,0,0,0,0,0,0,1,0,50,35,35,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,1,1,2,1,1,1,37,193,275,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,202,0,205,0,0,41,2,45,6,41,38,246,246,1,0,0,0,0,67,67,67,67,67,1,0,0,2,0,0,0,0,0,0,0,0,1,0,209,0,0,282,2,0,69,69,69,355,195,0,19,74,8,72,0,0,0,0,338,0,72,5,305,0,0,0,0,0,56,246,246,68,68,34,58,80,1,1,1,1,1,1,1,11,74,0,0,41,0,0,0,0,0,0,0,11,0,0,4,0,9,0,9,266,266,266,55,50,358,4,0,0,1,0,0,0,0,0,12,12,15,16,16,16,4,0,0,0,0,248,2,248,0,0,0,2,0,1,0,7,46,39,0,0,0,0,12,12,12,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,1,0,84,84,18,84,83,0,1,87,87,87,13,87,15,0,0,0,0,1,4,0,0,0,0,0,,,
Beijing,"smart city,city in motion",84.1,79.6,85.4,83.5,20384000,3,82,China,CN,84,40,87,101,162,122,80,42,110,8,417092,6,25,0,0,0,296,143,406,406,120,263,0,0,406,176,158,306,399,258,0,0,3,23,3,3,15,3,3,3,3,113,0,167,75,0,0,4189,4188,41352,0,0,0,4803,7,0,0,3952,3952,0,0,0,0,0,2,369,88,1907,1232,1223,1515,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,12,12,12,12,110,1372,4,0,96,96,180,119,119,102,170,3967,6296,395,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,7,382,3534,19,3994,0,0,1627,288,1758,443,1623,1557,16475,16483,7,18,33,18,22,5084,5311,5310,5311,5314,111,22,22,199,0,0,0,0,0,0,0,0,62,48,2235,0,0,4244,351,31,530,531,531,7348,1907,1,1315,5846,405,5811,106,0,0,0,32239,22,5872,273,4884,0,0,0,0,0,2797,16407,16417,5270,5269,2129,4618,6281,39,39,39,39,39,39,39,343,5982,0,0,1624,0,0,0,0,0,0,10,528,17,19,154,0,16,9,771,2784,2784,2783,548,273,5167,5341,0,10,53,0,0,47,0,0,628,628,1147,1185,1185,1185,2,44,2,0,1,1612,24,16478,0,0,0,23,1,51,0,839,2178,1339,5,5,10,0,344,346,346,0,0,0,0,44,44,11,44,5948,0,0,0,0,0,0,0,39,2,6382,6382,1369,6386,6388,8,109,6903,6903,6904,946,6906,937,0,0,0,0,41,6,0,0,444,4,2,,,
Belgrade,city in motion,N/A,N/A,N/A,N/A,1390000,N/A,N/A,Serbia,RS,122,113,106,143,83,124,162,103,77,138,57231,5,10,0,1,0,10,6,10,10,5,4,0,0,10,67,40,5,10,4,0,0,0,7,0,0,2,0,0,0,0,42,0,65,34,0,0,1656,1657,2088,0,0,0,625,4,1,0,1047,1047,0,0,0,0,0,0,35,34,540,436,436,440,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,3,60,0,0,44,44,81,58,58,47,85,1049,2167,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,17,1447,2,1455,0,0,449,4,462,18,449,445,313,559,2,5,11,5,21,657,659,659,659,658,57,21,21,89,0,0,0,0,0,0,0,0,7,0,537,0,0,1680,12,11,223,223,223,2409,511,0,69,708,13,707,4,0,0,0,472,21,709,85,1802,0,0,0,0,0,3504,288,534,685,687,142,667,774,13,13,13,13,13,13,13,17,732,0,0,454,0,0,0,0,0,0,138,26,1,1,8,0,5,1,103,736,736,736,195,108,1916,166,0,5,52,0,0,9,0,0,38,38,50,65,65,65,6,4,1,0,0,529,1,535,0,0,0,12,0,52,0,36,487,451,2,2,0,0,17,17,17,0,0,0,0,4,4,1,4,720,0,0,0,0,0,0,0,13,2,767,767,61,767,768,2,58,834,834,834,46,834,35,0,0,0,0,15,78,0,0,11,0,13,,,
Belo Horizonte,city in motion,N/A,N/A,N/A,N/A,6080000,N/A,N/A,Brazil,BR,156,159,141,157,109,154,159,163,149,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
Bengaluru,smart city,70.1,73.4,76.8,73.9,10087000,2,95,India,IN,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,413199,81,55,2,2,6,44,26,53,53,19,27,0,0,53,302,46,33,53,27,0,0,4,47,4,4,19,4,4,4,4,66,5,296,164,1,1,23173,23172,5904,5,0,0,1008,78,2,0,6863,6862,6,6,6,6,6,0,42,25,1814,1650,1648,1660,17,2,2,2,2,2,2,2,0,0,0,2,2,2,1,0,0,0,0,0,0,0,2,2,2,11,2,2,2,0,9,9,12,9,17,83,4,0,199,199,237,209,209,181,407,6872,10832,56,2,0,0,0,0,0,0,0,2,2,2,2,2,2,2,191,3,55,9605,10,9669,0,0,1718,10,2359,648,1716,1691,640,641,24,35,82,35,23,1091,1113,1113,1114,1114,208,23,23,242,0,0,0,0,0,0,0,0,63,6,19268,0,0,23200,58,84,13547,13547,13547,24453,19020,2,180,1170,66,1166,51,0,0,0,4798,23,1194,439,23853,0,0,0,0,0,974,633,634,1120,1120,358,1017,1554,119,119,119,119,119,119,119,75,1250,6,6,1717,0,0,0,0,0,3,47,104,27,27,51,0,2,10,1069,20192,20192,20191,944,506,24362,234,0,10,100,0,1,76,0,0,199,199,314,326,326,326,16,55,1,0,11,483,10,645,0,0,0,37,0,100,0,656,2428,1772,13,13,2,1,75,75,75,0,0,0,0,45,45,12,55,1220,1,0,0,0,0,0,0,118,3,1422,1422,345,1422,1422,7,208,1735,1735,1735,244,1737,234,0,0,0,0,128,148,0,0,125,1,30,,,
Berlin,"smart city,city in motion",58.8,59.2,49.2,60.9,3563000,7,38,Germany,DE,7,59,5,73,42,15,36,9,18,4,269853,108,33,0,0,0,44,28,48,48,22,20,0,0,48,82,106,29,48,20,0,0,0,29,0,0,5,0,0,0,0,47,1,62,34,1,1,10652,10656,4100,1,0,0,1213,111,0,0,8299,8299,0,0,0,0,0,0,42,36,1030,619,616,628,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,9,9,9,11,202,1,0,51,51,76,70,70,44,2561,8341,10945,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,42,8637,14,8722,0,0,708,11,777,78,707,651,4568,4573,7,17,37,17,3,1277,1280,1280,1280,1280,51,3,3,82,0,0,0,0,0,0,0,0,7,2,7075,0,0,10768,54,40,1993,1993,1993,13142,6961,0,244,1459,40,1452,36,0,0,0,2724,2,1455,134,10982,0,0,0,0,0,2412,4522,4527,1336,1336,502,1267,1536,47,47,47,47,47,47,47,250,1489,0,0,709,0,0,0,0,0,0,59,75,0,11,97,0,64,0,192,11014,11014,11018,3980,3844,14865,92,0,2,10,0,1,27,0,0,104,104,161,177,177,177,384,18,0,0,2,592,9,4543,0,0,0,192,0,10,0,105,813,708,3,3,0,1,252,252,252,0,0,0,0,16,16,3,18,1482,1,0,0,0,0,0,0,47,2,1579,1579,192,1579,1580,4,49,1813,1813,1813,149,1814,110,0,0,0,0,49,80,0,0,15,0,4,,,
